N_OPTIONS,RT,correct,current_time,filter_cost,guess,guess_number,guess_number_human,guess_size,max_guess_size,nStartingGuesses,overlap,phase,pid,start_time,total_trials,trial_id,true_set,true_set_size,whose_guess,uniqueid,opts_remaining_prev,opts_remaining_post,all_within,all_independent,all_wn_or_ind
12,13945,0,1721837252988,4,C001001010100,15,13,4,6,2,0,TEST,9443455,1721837008515,10,2,C010000100010,3,human,debugMlB3X:debugiQIQ0,1,1,0,0,0
12,5465,0,1721837258455,4,C001001001010,16,14,4,6,2,1,TEST,9443455,1721837008515,10,2,C010000100010,3,human,debugMlB3X:debugiQIQ0,1,1,0,0,0
12,4362,0,1721837262820,4,C001010010100,17,15,4,6,2,0,TEST,9443455,1721837008515,10,2,C010000100010,3,human,debugMlB3X:debugiQIQ0,1,1,0,0,0
12,7,0,1721837264139,4,C000000000111,1,0,3,6,4,0,TEST,9443455,1721837008515,10,3,C000001101000,3,model,debugMlB3X:debugiQIQ0,220,84,1,1,1
12,4,0,1721837264143,4,C000111000000,2,0,3,6,4,1,TEST,9443455,1721837008515,10,3,C000001101000,3,model,debugMlB3X:debugiQIQ0,84,45,0,1,1
12,3,0,1721837264146,4,C001001000000,3,0,2,6,4,1,TEST,9443455,1721837008515,10,3,C000001101000,3,model,debugMlB3X:debugiQIQ0,45,20,0,0,0
12,5,0,1721837264152,4,C000000100000,4,0,1,6,4,1,TEST,9443455,1721837008515,10,3,C000001101000,3,model,debugMlB3X:debugiQIQ0,20,6,0,1,1
12,5050,0,1721837269203,4,C001001101100,5,1,5,6,4,3,TEST,9443455,1721837008515,10,3,C000001101000,3,human,debugMlB3X:debugiQIQ0,6,1,0,0,0
12,2413,0,1721837271619,4,C000011001000,6,2,3,6,4,2,TEST,9443455,1721837008515,10,3,C000001101000,3,human,debugMlB3X:debugiQIQ0,1,1,0,0,0
12,3564,0,1721837275185,4,C000111101010,7,3,6,6,4,3,TEST,9443455,1721837008515,10,3,C000001101000,3,human,debugMlB3X:debugiQIQ0,1,1,0,0,0
12,8414,0,1721837283602,4,C001010100110,8,4,5,6,4,1,TEST,9443455,1721837008515,10,3,C000001101000,3,human,debugMlB3X:debugiQIQ0,1,1,0,0,0
12,3417,0,1721837287021,4,C001011110100,9,5,6,6,4,2,TEST,9443455,1721837008515,10,3,C000001101000,3,human,debugMlB3X:debugiQIQ0,1,1,0,0,0
12,2860,0,1721837289884,4,C000101111000,10,6,5,6,4,3,TEST,9443455,1721837008515,10,3,C000001101000,3,human,debugMlB3X:debugiQIQ0,1,1,0,0,0
12,4114,0,1721837294000,4,C101101110000,11,7,6,6,4,2,TEST,9443455,1721837008515,10,3,C000001101000,3,human,debugMlB3X:debugiQIQ0,1,1,0,0,0
12,3914,0,1721837297917,4,C000110111000,12,8,5,6,4,2,TEST,9443455,1721837008515,10,3,C000001101000,3,human,debugMlB3X:debugiQIQ0,1,1,0,0,0
12,3730,0,1721837301649,4,C000101111000,13,9,5,6,4,3,TEST,9443455,1721837008515,10,3,C000001101000,3,human,debugMlB3X:debugiQIQ0,1,1,1,0,1
12,4264,0,1721837305915,4,C000101001100,14,10,4,6,4,2,TEST,9443455,1721837008515,10,3,C000001101000,3,human,debugMlB3X:debugiQIQ0,1,1,0,0,0
12,25660,0,1721837331578,4,C000100100010,15,11,3,6,4,1,TEST,9443455,1721837008515,10,3,C000001101000,3,human,debugMlB3X:debugiQIQ0,1,1,1,0,1
12,6048,0,1721837337628,4,C001010101000,16,12,4,6,4,2,TEST,9443455,1721837008515,10,3,C000001101000,3,human,debugMlB3X:debugiQIQ0,1,1,0,0,0
12,34077,0,1721837371708,4,C000111100010,17,13,5,6,4,2,TEST,9443455,1721837008515,10,3,C000001101000,3,human,debugMlB3X:debugiQIQ0,1,1,1,0,1
12,3896,0,1721837375606,4,C000111111000,18,14,6,6,4,3,TEST,9443455,1721837008515,10,3,C000001101000,3,human,debugMlB3X:debugiQIQ0,1,1,0,0,0
12,8968,0,1721837384576,4,C001111110000,19,15,6,6,4,2,TEST,9443455,1721837008515,10,3,C000001101000,3,human,debugMlB3X:debugiQIQ0,1,1,0,0,0
12,5,0,1721837390983,0,C010001100111,1,0,6,6,3,1,TEST,9443455,1721837008515,10,4,C011000001000,3,model,debugMlB3X:debugiQIQ0,220,90,1,1,1
12,2,0,1721837390986,0,C100000111011,2,0,6,6,3,1,TEST,9443455,1721837008515,10,4,C011000001000,3,model,debugMlB3X:debugiQIQ0,90,36,0,0,0
12,2,0,1721837390989,0,C111000010100,3,0,5,6,3,2,TEST,9443455,1721837008515,10,4,C011000001000,3,model,debugMlB3X:debugiQIQ0,36,12,0,0,0
12,12463,0,1721837403453,0,C000011110100,4,1,5,6,3,0,TEST,9443455,1721837008515,10,4,C011000001000,3,human,debugMlB3X:debugiQIQ0,12,2,0,0,0
12,3014,0,1721837406469,0,C001110111000,5,2,6,6,3,2,TEST,9443455,1721837008515,10,4,C011000001000,3,human,debugMlB3X:debugiQIQ0,2,1,0,0,0
12,2934,0,1721837409405,0,C001011111000,6,3,6,6,3,2,TEST,9443455,1721837008515,10,4,C011000001000,3,human,debugMlB3X:debugiQIQ0,1,1,0,0,0
12,3577,0,1721837412984,0,C000111110000,7,4,5,6,3,0,TEST,9443455,1721837008515,10,4,C011000001000,3,human,debugMlB3X:debugiQIQ0,1,1,0,0,0
12,3385,0,1721837416370,0,C000011111000,8,5,5,6,3,1,TEST,9443455,1721837008515,10,4,C011000001000,3,human,debugMlB3X:debugiQIQ0,1,1,1,0,1
12,2995,0,1721837419368,0,C000011111000,9,6,5,6,3,1,TEST,9443455,1721837008515,10,4,C011000001000,3,human,debugMlB3X:debugiQIQ0,1,1,1,0,1
12,2798,0,1721837422168,0,C000110111000,10,7,5,6,3,1,TEST,9443455,1721837008515,10,4,C011000001000,3,human,debugMlB3X:debugiQIQ0,1,1,1,0,1
12,4098,0,1721837426268,0,C001011110100,11,8,6,6,3,1,TEST,9443455,1721837008515,10,4,C011000001000,3,human,debugMlB3X:debugiQIQ0,1,1,0,0,0
12,3381,0,1721837429651,0,C000111111000,12,9,6,6,3,1,TEST,9443455,1721837008515,10,4,C011000001000,3,human,debugMlB3X:debugiQIQ0,1,1,0,0,0
12,4298,0,1721837433951,0,C000111111000,13,10,6,6,3,1,TEST,9443455,1721837008515,10,4,C011000001000,3,human,debugMlB3X:debugiQIQ0,1,1,1,0,1
12,3846,0,1721837437799,0,C000111110000,14,11,5,6,3,0,TEST,9443455,1721837008515,10,4,C011000001000,3,human,debugMlB3X:debugiQIQ0,1,1,1,0,1
12,3482,0,1721837441283,0,C000111111000,15,12,6,6,3,1,TEST,9443455,1721837008515,10,4,C011000001000,3,human,debugMlB3X:debugiQIQ0,1,1,1,0,1
12,3433,0,1721837444718,0,C000011111000,16,13,5,6,3,1,TEST,9443455,1721837008515,10,4,C011000001000,3,human,debugMlB3X:debugiQIQ0,1,1,1,0,1
12,2761,0,1721837447481,0,C000011110000,17,14,4,6,3,0,TEST,9443455,1721837008515,10,4,C011000001000,3,human,debugMlB3X:debugiQIQ0,1,1,1,0,1
12,8933,0,1721837456416,0,C001110011000,18,15,5,6,3,2,TEST,9443455,1721837008515,10,4,C011000001000,3,human,debugMlB3X:debugiQIQ0,1,1,1,0,1
12,2,0,1721837457577,4,C000000000111,1,0,3,6,1,1,TEST,9443455,1721837008515,10,5,C001100000001,3,model,debugMlB3X:debugiQIQ0,220,108,1,1,1
12,5371,0,1721837462948,4,C000010111100,2,1,5,6,1,0,TEST,9443455,1721837008515,10,5,C001100000001,3,human,debugMlB3X:debugiQIQ0,108,20,0,0,0
12,1630,0,1721837464581,4,C000000011000,3,2,2,6,1,0,TEST,9443455,1721837008515,10,5,C001100000001,3,human,debugMlB3X:debugiQIQ0,20,20,1,0,1
12,1864,0,1721837466447,4,C000001111000,4,3,4,6,1,0,TEST,9443455,1721837008515,10,5,C001100000001,3,human,debugMlB3X:debugiQIQ0,20,12,0,0,0
12,2215,0,1721837468664,4,C000101111000,5,4,5,6,1,1,TEST,9443455,1721837008515,10,5,C001100000001,3,human,debugMlB3X:debugiQIQ0,12,6,0,0,0
12,1762,0,1721837470429,4,C000111100000,6,5,4,6,1,1,TEST,9443455,1721837008515,10,5,C001100000001,3,human,debugMlB3X:debugiQIQ0,6,6,0,0,0
12,2581,0,1721837473012,4,C000111100000,7,6,4,6,1,1,TEST,9443455,1721837008515,10,5,C001100000001,3,human,debugMlB3X:debugiQIQ0,6,6,1,0,1
12,2032,0,1721837475046,4,C000001110000,8,7,3,6,1,0,TEST,9443455,1721837008515,10,5,C001100000001,3,human,debugMlB3X:debugiQIQ0,6,6,1,0,1
12,5263,0,1721837480312,4,C000001110000,9,8,3,6,1,0,TEST,9443455,1721837008515,10,5,C001100000001,3,human,debugMlB3X:debugiQIQ0,6,6,1,0,1
12,4130,0,1721837484444,4,C000011111000,10,9,5,6,1,0,TEST,9443455,1721837008515,10,5,C001100000001,3,human,debugMlB3X:debugiQIQ0,6,6,0,0,0
12,5733,0,1721837490179,4,C000000110000,11,10,2,6,1,0,TEST,9443455,1721837008515,10,5,C001100000001,3,human,debugMlB3X:debugiQIQ0,6,6,1,0,1
12,1844,0,1721837492026,4,C000010110000,12,11,3,6,1,0,TEST,9443455,1721837008515,10,5,C001100000001,3,human,debugMlB3X:debugiQIQ0,6,6,1,0,1
12,3382,0,1721837495410,4,C000001110000,13,12,3,6,1,0,TEST,9443455,1721837008515,10,5,C001100000001,3,human,debugMlB3X:debugiQIQ0,6,6,1,0,1
12,3779,0,1721837499191,4,C000011110000,14,13,4,6,1,0,TEST,9443455,1721837008515,10,5,C001100000001,3,human,debugMlB3X:debugiQIQ0,6,6,1,0,1
12,4082,0,1721837503275,4,C000011110000,15,14,4,6,1,0,TEST,9443455,1721837008515,10,5,C001100000001,3,human,debugMlB3X:debugiQIQ0,6,6,1,0,1
12,3250,0,1721837506527,4,C000011110000,16,15,4,6,1,0,TEST,9443455,1721837008515,10,5,C001100000001,3,human,debugMlB3X:debugiQIQ0,6,6,1,0,1
12,5,0,1721837507534,0,C011010000111,1,0,6,6,4,3,TEST,9443455,1721837008515,10,6,C011000000010,3,model,debugMlB3X:debugiQIQ0,220,20,1,1,1
12,2,0,1721837507537,0,C010010000010,2,0,3,6,4,2,TEST,9443455,1721837008515,10,6,C011000000010,3,model,debugMlB3X:debugiQIQ0,20,9,1,0,1
12,2,0,1721837507540,0,C001010000010,3,0,3,6,4,2,TEST,9443455,1721837008515,10,6,C011000000010,3,model,debugMlB3X:debugiQIQ0,9,4,1,0,1
12,2,0,1721837507543,0,C000010000110,4,0,3,6,4,1,TEST,9443455,1721837008515,10,6,C011000000010,3,model,debugMlB3X:debugiQIQ0,4,2,1,0,1
12,2350,0,1721837509893,0,C000001101000,5,1,3,6,4,0,TEST,9443455,1721837008515,10,6,C011000000010,3,human,debugMlB3X:debugiQIQ0,2,2,0,1,1
12,2130,0,1721837512025,0,C000011110000,6,2,4,6,4,0,TEST,9443455,1721837008515,10,6,C011000000010,3,human,debugMlB3X:debugiQIQ0,2,1,0,0,0
12,2314,0,1721837514342,0,C000011110000,7,3,4,6,4,0,TEST,9443455,1721837008515,10,6,C011000000010,3,human,debugMlB3X:debugiQIQ0,1,1,1,0,1
12,2230,0,1721837516574,0,C000011100000,8,4,3,6,4,0,TEST,9443455,1721837008515,10,6,C011000000010,3,human,debugMlB3X:debugiQIQ0,1,1,1,0,1
12,1980,0,1721837518557,0,C000011110000,9,5,4,6,4,0,TEST,9443455,1721837008515,10,6,C011000000010,3,human,debugMlB3X:debugiQIQ0,1,1,1,0,1
12,2830,0,1721837521390,0,C000011110000,10,6,4,6,4,0,TEST,9443455,1721837008515,10,6,C011000000010,3,human,debugMlB3X:debugiQIQ0,1,1,1,0,1
12,2065,0,1721837523457,0,C001000110000,11,7,3,6,4,1,TEST,9443455,1721837008515,10,6,C011000000010,3,human,debugMlB3X:debugiQIQ0,1,1,0,0,0
12,2598,0,1721837526057,0,C001101110000,12,8,5,6,4,1,TEST,9443455,1721837008515,10,6,C011000000010,3,human,debugMlB3X:debugiQIQ0,1,1,0,0,0
12,2464,0,1721837528524,0,C000111110000,13,9,5,6,4,0,TEST,9443455,1721837008515,10,6,C011000000010,3,human,debugMlB3X:debugiQIQ0,1,1,0,0,0
12,4848,0,1721837533374,0,C000111110000,14,10,5,6,4,0,TEST,9443455,1721837008515,10,6,C011000000010,3,human,debugMlB3X:debugiQIQ0,1,1,1,0,1
12,3014,0,1721837536390,0,C000011110000,15,11,4,6,4,0,TEST,9443455,1721837008515,10,6,C011000000010,3,human,debugMlB3X:debugiQIQ0,1,1,1,0,1
12,3913,0,1721837540305,0,C000111100000,16,12,4,6,4,0,TEST,9443455,1721837008515,10,6,C011000000010,3,human,debugMlB3X:debugiQIQ0,1,1,1,0,1
12,10164,0,1721837550472,0,C000001111000,17,13,4,6,4,0,TEST,9443455,1721837008515,10,6,C011000000010,3,human,debugMlB3X:debugiQIQ0,1,1,0,0,0
12,4079,0,1721837554553,0,C000111110000,18,14,5,6,4,0,TEST,9443455,1721837008515,10,6,C011000000010,3,human,debugMlB3X:debugiQIQ0,1,1,1,0,1
12,4596,0,1721837559151,0,C000011110000,19,15,4,6,4,0,TEST,9443455,1721837008515,10,6,C011000000010,3,human,debugMlB3X:debugiQIQ0,1,1,1,0,1
12,5,0,1721837560982,4,C000000000111,1,0,3,6,4,1,TEST,9443455,1721837008515,10,7,C011000000100,3,model,debugMlB3X:debugiQIQ0,220,108,1,1,1
12,3,0,1721837560986,4,C000000111000,2,0,3,6,4,0,TEST,9443455,1721837008515,10,7,C011000000100,3,model,debugMlB3X:debugiQIQ0,108,45,0,1,1
12,3,0,1721837560989,4,C000111000000,3,0,3,6,4,0,TEST,9443455,1721837008515,10,7,C011000000100,3,model,debugMlB3X:debugiQIQ0,45,9,0,1,1
12,2,0,1721837560991,4,C000000000100,4,0,1,6,4,1,TEST,9443455,1721837008515,10,7,C011000000100,3,model,debugMlB3X:debugiQIQ0,9,3,1,0,1
12,14391,0,1721837575382,4,C000001101000,5,1,3,6,4,0,TEST,9443455,1721837008515,10,7,C011000000100,3,human,debugMlB3X:debugiQIQ0,3,3,0,0,0
12,12014,0,1721837587399,4,C000010111000,6,2,4,6,4,0,TEST,9443455,1721837008515,10,7,C011000000100,3,human,debugMlB3X:debugiQIQ0,3,3,0,0,0
12,2664,0,1721837590066,4,C000110100100,7,3,4,6,4,1,TEST,9443455,1721837008515,10,7,C011000000100,3,human,debugMlB3X:debugiQIQ0,3,3,0,0,0
12,2231,0,1721837592299,4,C000011111000,8,4,5,6,4,0,TEST,9443455,1721837008515,10,7,C011000000100,3,human,debugMlB3X:debugiQIQ0,3,3,0,0,0
12,3015,0,1721837595316,4,C000101111000,9,5,5,6,4,0,TEST,9443455,1721837008515,10,7,C011000000100,3,human,debugMlB3X:debugiQIQ0,3,3,0,0,0
12,2846,0,1721837598165,4,C000011110000,10,6,4,6,4,0,TEST,9443455,1721837008515,10,7,C011000000100,3,human,debugMlB3X:debugiQIQ0,3,3,1,0,1
12,2182,0,1721837600349,4,C000010111000,11,7,4,6,4,0,TEST,9443455,1721837008515,10,7,C011000000100,3,human,debugMlB3X:debugiQIQ0,3,3,1,0,1
12,2949,0,1721837603300,4,C000011111000,12,8,5,6,4,0,TEST,9443455,1721837008515,10,7,C011000000100,3,human,debugMlB3X:debugiQIQ0,3,3,1,0,1
12,1778,0,1721837605079,4,C000000011000,13,9,2,6,4,0,TEST,9443455,1721837008515,10,7,C011000000100,3,human,debugMlB3X:debugiQIQ0,3,3,1,0,1
12,2299,0,1721837607380,4,C000001110000,14,10,3,6,4,0,TEST,9443455,1721837008515,10,7,C011000000100,3,human,debugMlB3X:debugiQIQ0,3,3,1,0,1
12,2465,0,1721837609847,4,C000011110000,15,11,4,6,4,0,TEST,9443455,1721837008515,10,7,C011000000100,3,human,debugMlB3X:debugiQIQ0,3,3,1,0,1
12,2632,0,1721837612481,4,C000001110000,16,12,3,6,4,0,TEST,9443455,1721837008515,10,7,C011000000100,3,human,debugMlB3X:debugiQIQ0,3,3,1,0,1
12,3314,0,1721837615797,4,C000011110000,17,13,4,6,4,0,TEST,9443455,1721837008515,10,7,C011000000100,3,human,debugMlB3X:debugiQIQ0,3,3,1,0,1
12,3830,0,1721837619629,4,C000000100101,18,14,3,6,4,1,TEST,9443455,1721837008515,10,7,C011000000100,3,human,debugMlB3X:debugiQIQ0,3,3,0,0,0
12,2597,0,1721837622228,4,C001010000000,19,15,2,6,4,1,TEST,9443455,1721837008515,10,7,C011000000100,3,human,debugMlB3X:debugiQIQ0,3,2,0,0,0
12,6,0,1721837623675,0,C100001101101,1,0,6,6,1,2,TEST,9443455,1721837008515,10,8,C100010001000,3,model,debugMlB3X:debugiQIQ0,220,90,1,1,1
12,5700,0,1721837629376,0,C000000000001,2,1,1,6,1,0,TEST,9443455,1721837008515,10,8,C100010001000,3,human,debugMlB3X:debugiQIQ0,90,60,1,0,1
12,2648,0,1721837632027,0,C000110010100,3,2,4,6,1,1,TEST,9443455,1721837008515,10,8,C100010001000,3,human,debugMlB3X:debugiQIQ0,60,30,0,0,0
12,2050,0,1721837634079,0,C000001101000,4,3,3,6,1,1,TEST,9443455,1721837008515,10,8,C100010001000,3,human,debugMlB3X:debugiQIQ0,30,18,1,0,1
12,1998,0,1721837636079,0,C101010100000,5,4,4,6,1,2,TEST,9443455,1721837008515,10,8,C100010001000,3,human,debugMlB3X:debugiQIQ0,18,5,0,0,0
12,2130,0,1721837638211,0,C000100110000,6,5,3,6,1,0,TEST,9443455,1721837008515,10,8,C100010001000,3,human,debugMlB3X:debugiQIQ0,5,2,0,0,0
12,2014,0,1721837640227,0,C010001010000,7,6,3,6,1,0,TEST,9443455,1721837008515,10,8,C100010001000,3,human,debugMlB3X:debugiQIQ0,2,1,0,0,0
12,3898,0,1721837644127,0,C000101010000,8,7,3,6,1,0,TEST,9443455,1721837008515,10,8,C100010001000,3,human,debugMlB3X:debugiQIQ0,1,1,0,0,0
12,29343,0,1721837673473,0,C001101010000,9,8,4,6,1,0,TEST,9443455,1721837008515,10,8,C100010001000,3,human,debugMlB3X:debugiQIQ0,1,1,0,0,0
12,2548,0,1721837676023,0,C000001010100,10,9,3,6,1,0,TEST,9443455,1721837008515,10,8,C100010001000,3,human,debugMlB3X:debugiQIQ0,1,1,0,0,0
12,1881,0,1721837677906,0,C001010101000,11,10,4,6,1,2,TEST,9443455,1721837008515,10,8,C100010001000,3,human,debugMlB3X:debugiQIQ0,1,1,0,0,0
12,2281,0,1721837680189,0,C001010010100,12,11,4,6,1,1,TEST,9443455,1721837008515,10,8,C100010001000,3,human,debugMlB3X:debugiQIQ0,1,1,0,0,0
12,2982,0,1721837683173,0,C000101100100,13,12,4,6,1,0,TEST,9443455,1721837008515,10,8,C100010001000,3,human,debugMlB3X:debugiQIQ0,1,1,0,0,0
12,3731,0,1721837686906,0,C000001010100,14,13,3,6,1,0,TEST,9443455,1721837008515,10,8,C100010001000,3,human,debugMlB3X:debugiQIQ0,1,1,1,0,1
12,2496,0,1721837689404,0,C000011011000,15,14,4,6,1,2,TEST,9443455,1721837008515,10,8,C100010001000,3,human,debugMlB3X:debugiQIQ0,1,1,0,0,0
12,3097,0,1721837692503,0,C001011010000,16,15,4,6,1,1,TEST,9443455,1721837008515,10,8,C100010001000,3,human,debugMlB3X:debugiQIQ0,1,1,0,0,0
12,5,0,1721837693396,0,C100110101010,1,0,6,6,2,2,TEST,9443455,1721837008515,10,9,C000101001000,3,model,debugMlB3X:debugiQIQ0,220,90,1,1,1
12,4,0,1721837693400,0,C010100110011,2,0,6,6,2,1,TEST,9443455,1721837008515,10,9,C000101001000,3,model,debugMlB3X:debugiQIQ0,90,36,0,0,0
12,2522,0,1721837695922,0,C000011010000,3,1,3,6,2,1,TEST,9443455,1721837008515,10,9,C000101001000,3,human,debugMlB3X:debugiQIQ0,36,17,0,0,0
12,2380,0,1721837698304,0,C000001011100,4,2,4,6,2,2,TEST,9443455,1721837008515,10,9,C000101001000,3,human,debugMlB3X:debugiQIQ0,17,4,0,0,0
12,1866,0,1721837700172,0,C000011010100,5,3,4,6,2,1,TEST,9443455,1721837008515,10,9,C000101001000,3,human,debugMlB3X:debugiQIQ0,4,4,0,0,0
12,1930,0,1721837702104,0,C000011100100,6,4,4,6,2,1,TEST,9443455,1721837008515,10,9,C000101001000,3,human,debugMlB3X:debugiQIQ0,4,2,0,0,0
12,1681,0,1721837703787,0,C000110110100,7,5,5,6,2,1,TEST,9443455,1721837008515,10,9,C000101001000,3,human,debugMlB3X:debugiQIQ0,2,1,0,0,0
12,1530,0,1721837705320,0,C000010101100,8,6,4,6,2,1,TEST,9443455,1721837008515,10,9,C000101001000,3,human,debugMlB3X:debugiQIQ0,1,1,0,0,0
12,1414,0,1721837706737,0,C000000001100,9,7,2,6,2,1,TEST,9443455,1721837008515,10,9,C000101001000,3,human,debugMlB3X:debugiQIQ0,1,1,1,0,1
12,2014,0,1721837708753,0,C000100101000,10,8,3,6,2,2,TEST,9443455,1721837008515,10,9,C000101001000,3,human,debugMlB3X:debugiQIQ0,1,1,1,0,1
12,1965,0,1721837710720,0,C000100010000,11,9,2,6,2,1,TEST,9443455,1721837008515,10,9,C000101001000,3,human,debugMlB3X:debugiQIQ0,1,1,1,0,1
12,1646,0,1721837712369,0,C000011010000,12,10,3,6,2,1,TEST,9443455,1721837008515,10,9,C000101001000,3,human,debugMlB3X:debugiQIQ0,1,1,1,0,1
12,1398,0,1721837713769,0,C000010011000,13,11,3,6,2,1,TEST,9443455,1721837008515,10,9,C000101001000,3,human,debugMlB3X:debugiQIQ0,1,1,0,0,0
12,2828,0,1721837716600,0,C000101011000,14,12,4,6,2,3,TEST,9443455,1721837008515,10,9,C000101001000,3,human,debugMlB3X:debugiQIQ0,1,1,0,0,0
12,3250,0,1721837719852,0,C000010011000,15,13,3,6,2,1,TEST,9443455,1721837008515,10,9,C000101001000,3,human,debugMlB3X:debugiQIQ0,1,1,1,0,1
12,2497,0,1721837722351,0,C000001000000,16,14,1,6,2,1,TEST,9443455,1721837008515,10,9,C000101001000,3,human,debugMlB3X:debugiQIQ0,1,1,1,0,1
12,4633,0,1721837726986,0,C000010000000,17,15,1,6,2,0,TEST,9443455,1721837008515,10,9,C000101001000,3,human,debugMlB3X:debugiQIQ0,1,1,1,0,1
12,5895,0,1721837734466,4,C000000100000,1,1,1,6,0,0,TEST,9443455,1721837008515,10,10,C000110000001,3,human,debugMlB3X:debugiQIQ0,220,165,1,1,1
12,1715,0,1721837736183,4,C000001010000,2,2,2,6,0,0,TEST,9443455,1721837008515,10,10,C000110000001,3,human,debugMlB3X:debugiQIQ0,165,84,0,1,1
12,1263,0,1721837737449,4,C000000110000,3,3,2,6,0,0,TEST,9443455,1721837008515,10,10,C000110000001,3,human,debugMlB3X:debugiQIQ0,84,84,0,0,0
12,1279,0,1721837738731,4,C000001100000,4,4,2,6,0,0,TEST,9443455,1721837008515,10,10,C000110000001,3,human,debugMlB3X:debugiQIQ0,84,84,0,0,0
12,2235,0,1721837740967,4,C001001000000,5,5,2,6,0,0,TEST,9443455,1721837008515,10,10,C000110000001,3,human,debugMlB3X:debugiQIQ0,84,56,0,0,0
12,3629,0,1721837744598,4,C010010100100,6,6,4,6,0,1,TEST,9443455,1721837008515,10,10,C000110000001,3,human,debugMlB3X:debugiQIQ0,56,30,0,0,0
12,2181,0,1721837746781,4,C100100101000,7,7,4,6,0,1,TEST,9443455,1721837008515,10,10,C000110000001,3,human,debugMlB3X:debugiQIQ0,30,18,0,0,0
12,2033,0,1721837748816,4,C010100101000,8,8,4,6,0,1,TEST,9443455,1721837008515,10,10,C000110000001,3,human,debugMlB3X:debugiQIQ0,18,10,0,0,0
12,2513,0,1721837751331,4,C000010100100,9,9,3,6,0,1,TEST,9443455,1721837008515,10,10,C000110000001,3,human,debugMlB3X:debugiQIQ0,10,8,1,0,1
12,2646,0,1721837753980,4,C001001001100,10,10,4,6,0,0,TEST,9443455,1721837008515,10,10,C000110000001,3,human,debugMlB3X:debugiQIQ0,8,2,0,0,0
12,3332,0,1721837757314,4,C001000101100,11,11,4,6,0,0,TEST,9443455,1721837008515,10,10,C000110000001,3,human,debugMlB3X:debugiQIQ0,2,2,0,0,0
12,2696,0,1721837760013,4,C001110100100,12,12,5,6,0,2,TEST,9443455,1721837008515,10,10,C000110000001,3,human,debugMlB3X:debugiQIQ0,2,2,0,0,0
12,2816,0,1721837762831,4,C001001010100,13,13,4,6,0,0,TEST,9443455,1721837008515,10,10,C000110000001,3,human,debugMlB3X:debugiQIQ0,2,2,0,0,0
12,2445,0,1721837765278,4,C001010010000,14,14,3,6,0,1,TEST,9443455,1721837008515,10,10,C000110000001,3,human,debugMlB3X:debugiQIQ0,2,2,0,0,0
12,4650,0,1721837769930,4,C000101001000,15,15,3,6,0,1,TEST,9443455,1721837008515,10,10,C000110000001,3,human,debugMlB3X:debugiQIQ0,2,2,0,0,0
12,1,0,1721837043966,4,C000000000111,1,0,3,6,4,1,TEST,7742019,1721837011138,10,1,C000110000001,3,model,debugbvKQn:debug2UUB6,220,108,1,1,1
12,4,0,1721837043971,4,C000000111000,2,0,3,6,4,0,TEST,7742019,1721837011138,10,1,C000110000001,3,model,debugbvKQn:debug2UUB6,108,45,0,1,1
12,9,0,1721837043980,4,C000001000100,3,0,2,6,4,0,TEST,7742019,1721837011138,10,1,C000110000001,3,model,debugbvKQn:debug2UUB6,45,20,0,0,0
12,10,0,1721837043990,4,C000010000001,4,0,2,6,4,2,TEST,7742019,1721837011138,10,1,C000110000001,3,model,debugbvKQn:debug2UUB6,20,4,0,0,0
12,33936,0,1721837077926,4,C111110000001,5,1,6,6,4,3,TEST,7742019,1721837011138,10,1,C000110000001,3,human,debugbvKQn:debug2UUB6,4,4,0,0,0
12,9858,1,1721837087785,4,C000110000001,6,2,3,6,4,3,TEST,7742019,1721837011138,10,1,C000110000001,3,human,debugbvKQn:debug2UUB6,4,1,1,0,1
12,0,0,1721837089869,4,C000000000111,1,0,3,6,1,1,TEST,7742019,1721837011138,10,2,C011000000100,3,model,debugbvKQn:debug2UUB6,220,108,1,1,1
12,3958,0,1721837093827,4,C000000000001,2,1,1,6,1,0,TEST,7742019,1721837011138,10,2,C011000000100,3,human,debugbvKQn:debug2UUB6,108,72,1,0,1
12,8429,0,1721837102257,4,C000000001010,3,2,2,6,1,0,TEST,7742019,1721837011138,10,2,C011000000100,3,human,debugbvKQn:debug2UUB6,72,28,0,0,0
12,2171,0,1721837104429,4,C000000010100,4,3,2,6,1,1,TEST,7742019,1721837011138,10,2,C011000000100,3,human,debugbvKQn:debug2UUB6,28,21,0,0,0
12,2772,0,1721837107202,4,C000000100100,5,4,2,6,1,1,TEST,7742019,1721837011138,10,2,C011000000100,3,human,debugbvKQn:debug2UUB6,21,15,0,0,0
12,11044,0,1721837118247,4,C001110000000,6,5,3,6,1,1,TEST,7742019,1721837011138,10,2,C011000000100,3,human,debugbvKQn:debug2UUB6,15,9,0,1,1
12,14356,0,1721837132605,4,C111000000000,7,6,3,6,1,2,TEST,7742019,1721837011138,10,2,C011000000100,3,human,debugbvKQn:debug2UUB6,9,2,0,0,0
12,5470,1,1721837138076,4,C011000000100,8,7,3,6,1,3,TEST,7742019,1721837011138,10,2,C011000000100,3,human,debugbvKQn:debug2UUB6,2,1,0,0,0
12,1,0,1721837139342,4,C000000000111,1,0,3,6,1,1,TEST,7742019,1721837011138,10,3,C011000000010,3,model,debugbvKQn:debug2UUB6,220,108,1,1,1
